id,category_id,name,district,address,latitude,longitude,work_time,price,phone_number,image_url,page_url,description
18,8,신평화시장,중구,중구 청계천로 298,37.56945382,127.0110696,,유료,02-2253-0714,https://images.chosun.com/resizer/Zl4G-6GEFMdTB5CqpQlYX767wbg=/616x0/smart/cloudfront-ap-northeast-1.images.arcpublishing.com/chosun/S3BU74OGQVD7PFKRSKOGIFKPLU.jpg,,서울미래유산
19,3,윤극영 가옥,강북구,강북구 인수봉로84길 5,37.64647106,127.0108817,,무료,,https://mediahub.seoul.go.kr/uploads/mediahub/2023/02/QyAiaxrXdhMjmCTkXznJwLiImuJfFYCk.JPG,,서울미래유산
20,8,국립 4.19민주묘지,강북구,강북구 4.19로8길 17,37.64839067,127.0090713,,무료,02-996-0419,https://cphoto.asiae.co.kr/listimglink/1/2021033108244157854_1617146682.jpg,,서울미래유산
21,8,이마트 창동점,도봉구,도봉구 노해로65길 4,37.65163612,127.0466993,,유료,,https://image.edaily.co.kr/images/Photo/files/NP/S/2017/11/PS17111900028.jpg,,서울미래유산
22,8,남정현 가옥,도봉구,도봉구 도봉로109길 19-4,37.64671275,127.0319622,,무료,,https://enews.dobong.go.kr/images/newshome/edupia/202008/202008_img6_9.jpg,,서울미래유산
23,3,함석헌 가옥,도봉구,도봉구 도봉로123길 33-6,37.65296162,127.0347964,,무료,,https://kid.chosun.com/site/data/img_dir/2021/12/19/2021121901083_1.jpg,,서울미래유산
24,6,독다방(구 독수리다방),서대문구,서대문구 연세로 36,37.55878392,126.9372403,,유료,,https://futureheritage.seoul.go.kr/HeritageImg/heritage/2014015/jpg/2014015_001.jpg,,서울미래유산
25,6,미네르바,서대문구,서대문구 명물길 18,37.55768899,126.9378519,,유료,02-3147-1327,https://mblogthumb-phinf.pstatic.net/MjAyMTAxMTlfMjI5/MDAxNjExMDM4ODY2MDE1.3k1ggH7XhKYK_S3ixB_tQ0N81KWkVnsoWpUJiDRVTqMg.LC-bfIfGetR0QGQ7612fAc6EuMM_I5fjJkyKt5sYzfIg.JPEG.cinca01/KakaoTalk_20210119_152954616_15.jpg?type=w800,,서울미래유산
26,4,공씨책방,서대문구,서울특별시 서대문구 신촌로 55-2,37.5568761,126.932749,,무료,02-336-3058,https://mediahub.seoul.go.kr/wp-content/uploads/editor/images/000343/%EC%84%9C%EC%9A%B8%EB%AF%B8%EB%9E%98%EC%9C%A0%EC%82%B06_1.jpg,,서울미래유산
27,4,홍익문고,서대문구,서대문구 연세로 2,37.55578538,126.9370438,,무료,02-392-2020,https://mediahub.seoul.go.kr/wp-content/uploads/editor/images/000343/%EC%84%9C%EC%9A%B8%EB%AF%B8%EB%9E%98%EC%9C%A0%EC%82%B03.jpg,,서울미래유산
28,2,세실극장,중구,중구 세종대로19길 16,37.56672262,126.976533,,유료,02-751-1500,https://img0.yna.co.kr/etc/inner/KR/2017/12/29/AKR20171229045400005_01_i_P4.jpg,,서울미래유산
29,2,삼일로 창고극장,중구,중구 삼일대로9길 12,37.56347814,126.9879846,,유료,02-3789-9640,https://cdn.mhns.co.kr/news/photo/202202/521031_631079_2346.jpg,,서울미래유산
30,2,허리우드극장,종로구,종로구 삼일대로 428,37.57276352,126.9879025,,유료,02-3672-4232,https://mblogthumb-phinf.pstatic.net/MjAxOTExMjBfMjA0/MDAxNTc0MjU5MjQwNDc1.PQGy4rk8382hfgJcrLSdGD8eX3ogNR30MQHfoX9j-cwg.SKgtwDDXethhVNcu6zV0G2Fp6-f9x5zk3x27_MSBrvwg.JPEG.glimyeo/%ED%97%88%EB%A6%AC%EC%9A%B0%EB%93%9C-1.jpg?type=w800,,서울미래유산
31,2,정동극장,중구,중구 정동길 43,37.56593364,126.9728444,,유료,02-751-1500,https://img.seoul.co.kr//img/upload/2017/09/13/SSI_20170913171249.jpg,,서울미래유산
32,8,한신옹기,용산구,서울 용산구 신흥로 7,37.53915265,126.9865042,,유료,02-794-3687,https://img.seoul.co.kr/img/upload/2018/11/14/SSI_20181114172129_O2.jpg,,서울미래유산
33,8,해방촌 108계단,용산구,용산구 신흥로36길 일대,37.5416204,126.9873653,,무료,,https://lh4.googleusercontent.com/5QY3kMmGEm9g264Zyy0Tv44DKl91yqyPZkDXFC0jycWksf16Q0PaRcURFzX4Ia42L-d2DEvX4IyupZ8YRBkRpZNargJ-snODVxMzHqdstWguLfg5QuDHffo4eVAvpGaIwUP9DlMN,,서울미래유산
34,8,해방촌,용산구,용산구 신흥로11나길 22 일대,37.54391854,126.9854718,,무료,,https://futureheritage.seoul.go.kr/HeritageImg/heritage/2013283/jpg/2013283_001.jpg,,서울미래유산
35,4,포린북스토어,용산구,용산구 녹사평대로 208,37.53624637,126.9872269,,무료,02-793-8249,https://newsimg.hankookilbo.com/2015/12/23/201512232094003656_2.jpg,,서울미래유산
36,8,이태원 앤틱 가구거리,용산구,용산구 보광로 90,37.53119777,126.9956344,,무료,,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=2051&fileTy=POSTTHUMB&fileNo=1,,서울미래유산
37,8,금성부동산,영등포구,영등포구 63로 45,37.52135273,126.9373261,,유료,02-782-1100,https://www.ydptoday.com/news/photo/202302/15969_16824_09.jpg,,서울미래유산
38,8,윤중제,영등포구,영등포구 여의동로,37.51778585,126.9371645,,무료,,https://futureheritage.seoul.go.kr/HeritageImg/heritage/20171017093959_01.jpg,,서울미래유산
39,8,국회의사당,영등포구,영등포구 의사당대로 1,37.53291197,126.9164039,,무료,02-6788-2114,https://www.seoulilbo.com/news/photo/202108/504295_303761_1431.jpg,,서울미래유산
40,1,여의도공원,영등포구,서울특별시 영등포구 여의도동 여의공원로 68 여의도공원관리사무소,37.52680882,126.9222841,,무료,02-761-4078,https://dimg.donga.com/wps/NEWS/IMAGE/2021/01/05/104767478.1.jpg,,서울미래유산
41,3,여의도 지하벙커,영등포구,영등포구 국제금융로 (앞도로의 중앙화단),37.52213586,126.9306624,,무료,02-2124-8800,https://news.seoul.go.kr/safe/files/2015/10/560cf103d5a864.85505133.jpg,,서울미래유산
42,8,한국거래소,영등포구,영등포구 여의나루로 76,37.52291203,126.9280414,,무료,,https://futureheritage.seoul.go.kr/HeritageImg/heritage/2013180/jpg/2013180_001.jpg,,서울미래유산
43,6,문화옥,중구,중구 창경궁로 62-5,37.56811419,126.9983972,,유료,02-2265-0322,https://mblogthumb-phinf.pstatic.net/MjAyMjA3MDlfNDYg/MDAxNjU3MzY5NzI5MDY5.Rc1VJ-zJ72juk0o0e3by1r2uCaT9iojR639kLk3D8A0g.21LDrdBebjw52U0s89Ty6qTXM4VUELUKjGiZOUlY99gg.JPEG.feather9311/IMG_3771.jpg?type=w800,,서울미래유산
44,6,우래옥,중구,중구 창경궁로 62-29,37.56821852,126.9987145,,유료,02-2265-0151,https://mblogthumb-phinf.pstatic.net/MjAxODA0MjhfMTY4/MDAxNTI0OTA4NzExMDUz.VBWdH-gvG4D4JLG8PirrEvpCRWJaEiNVbzRbaBjzc9Ug.83N-vDAapODrkNHHADdto2DQM_fbvWYOAMg-CY1BSTkg.JPEG.eumjeongoh/2013201_015.jpg?type=w800,,서울미래유산
45,8,관수동 명패골목,종로구,종로구 종로18길 22 일대,37.56927909,126.9907268,,무료,,https://futureheritage.seoul.go.kr/HeritageImg/heritage/2013015/jpg/2013015_001.jpg,,서울미래유산
46,1,베를린 광장,중구,중구 삼일대로 363,37.56715654,126.9870523,,무료,,https://futureheritage.seoul.go.kr/HeritageImg/heritage/2013110/jpg/2013110_001.jpg,,서울미래유산
47,8,31빌딩(구 삼일로빌딩),종로구,종로구 청계천로 85,37.56863139,126.9871504,,무료,,https://cphoto.asiae.co.kr/listimglink/1/2020112309425325153_1606092173.jpg,,서울미래유산
48,8,관철동의 도시조직,종로구,종로구 종로12길 14 일대,37.56944805,126.9855843,,무료,,https://futureheritage.seoul.go.kr/HeritageImg/heritage/2013016/jpg/2013016_001.jpg,,서울미래유산
49,3,보신각타종,종로구,종로구 종로 54,37.56976739,126.9836776,,무료,,https://photo.sentv.co.kr/photo/news/2021/01/04/1609720744.png,,서울미래유산
50,3,우정총국 회화나무,중구,중구 퇴계로37길 일대,37.55844666,126.9763337,,무료,,https://futureheritage.seoul.go.kr/HeritageImg/heritage/20171017092719_01.jpg,,서울미래유산
51,8,인사동 한옥밀집지역,종로구,종로구 인사동14길 24-1 일대,37.57496483,126.9855074,,무료,,https://mediahub.seoul.go.kr/wp-content/uploads/2020/07/664a292f7b848946f04cf28dc7a3f3e4.jpg,,서울미래유산
52,6,선천집,종로구,종로구 인사동길14길 5,37.57219111,126.9869491,,유료,02-734-1970,https://img.khan.co.kr/news/2018/08/13/l_2018081301001422200115541.webp,,서울미래유산
53,6,카페 귀천,종로구,종로구 인사동14길 14,37.57478726,126.984893,,유료,02-3210-2288,https://mediahub.seoul.go.kr/wp-content/uploads/editor/images/000357/%EC%82%AC%EC%A7%84_4.jpg,,서울미래유산
54,3,통인화랑,종로구,종로구 인사동길 32,37.57358312,126.9859214,,무료,02-733-4867,https://img.seoul.co.kr//img/upload/2020/06/03/SSI_20200603165219.jpg,,서울미래유산
55,8,구하산방,종로구,종로구 인사동5길 11,37.57265299,126.9856575,,유료,02-732-9895,https://mblogthumb-phinf.pstatic.net/MjAyMjAxMTFfMTg2/MDAxNjQxOTEyNTExMjU0.FycWn7sz4ySMtDqoxZlcnpdFxNEuq0T6p_9eRZZNYx4g.ai6tIi45H85MU2zEcmUZaIim6gASi8ppc3_TM-JYfKUg.JPEG.lka0125/20220110%EF%BC%BF135317.jpg?type=w800,,서울미래유산
56,6,이문설농탕,종로구,종로구 우정국로 38-13,37.57276142,126.983898,,유료,02-733-6526,https://futureheritage.seoul.go.kr/HeritageImg/heritage/2013214/jpg/2013214_003.jpg,,서울미래유산
57,8,수도약국,종로구,종로구 인사동길 40,37.57404352,126.9851386,,유료,02-732-3336,https://kid.chosun.com/site/data/img_dir/2021/11/10/2021111002862_2.jpg,,서울미래유산
58,8,"NH농협은행 종로금융센터(구 조선일보,조선중앙일보 사옥)",종로구,종로구 우정국로 38,37.57235249,126.9834654,,무료,02-733-7001,https://mblogthumb-phinf.pstatic.net/MjAyMzA3MDNfNDYg/MDAxNjg4Mzc2NDY4NTU5.AMbXMpZznivtSM0nj5GbgvHlmGDUT0Za6U8KbWPemvsg.l97WlcfzUQhiUQjDIwZmTNxJQ9mR0GDGZCMiGm71quUg.JPEG.euphoria98/%EB%86%8D%ED%98%91.jpg?type=w800,,서울미래유산
59,4,통문관,종로구,종로구 인사동길 55-1,37.5749008,126.9836674,,무료,02-734-4092,https://img.seoul.co.kr//img/upload/2020/06/03/SSI_20200603165311.jpg,,서울미래유산
60,6,이태준 달밤의 산실(수연산방),성북구,성북구 성북로 26길 8,37.59505307,126.9948358,,유료,02-764-1736,https://img.hani.co.kr/imgdb/resize/2016/0812/147089295599_20160812.JPG,,서울미래유산
61,6,쌍다리 식당,성북구,성북구 성북로23길 4  ,37.59349872,126.9956881,,유료,02-743-0325,https://d2u3dcdbebyaiu.cloudfront.net/uploads/atch_img/780/568bbfff9abd9a718bc490ff043fdf3c_res.jpeg,,서울미래유산
62,8,선잠제향,성북구,성북구 성북동 64-1 (선잠단지),37.59360709,126.9994083,,무료,,https://archive.sb.go.kr/isbcc/home/u/item/image/3624/1.do;jsessionid=1361CF472F140A76ED73EE4AD3D9CEC7,,서울미래유산
63,6,성북동 국시집,성북구,성북구 창경궁로43길 9,37.58842775,127.0043041,,유료,02-762-1924,https://archive.sb.go.kr/isbcc/home/u/item/image/8185/1.do;jsessionid=AC29ACC00B5DC66393467A5FA04E0856,,서울미래유산
64,6,나폴레옹 과자점,서울시,서울시 성북구 성북로 7,37.58890002,127.0050617,,유료,02-742-7421,https://mediahub.seoul.go.kr/wp-content/uploads/2018/12/832442ee3601a1fc14c5b94b26599ab9.jpg,,서울미래유산
65,8,성수목욕탕,성동구,성동구 성덕정19길 11,37.53757432,127.0565053,,유료,,https://img.seoul.co.kr/img/upload/2020/06/29/SSI_20200629213526_O2.jpg,,서울미래유산
66,8,서울경찰기마대,성동구,성동구 성수이로7길 17,37.54107786,127.0538197,,무료,02-700-2479,https://mediahub.seoul.go.kr/wp-content/uploads/2017/12/8c86324119f267df98ff7918832909ec.jpg,,서울미래유산
67,8,구두제조업(성수동일대),성동구,성동구 아차산로 113 일대,37.5446931,127.0569339,,무료,,https://futureheritage.seoul.go.kr/HeritageImg/heritage/2013021/JPG/2013021_001.jpg,,서울미래유산
68,3,한양대학교 박물관,성동구,성동구 왕십리로 222-1,37.55858154,127.0457157,,무료,02-2220-1394,https://futureheritage.seoul.go.kr/HeritageImg/heritage/20210928165322_2020022_001_%25ED%2595%259C%25EC%2596%2591%25EB%258C%2580%25ED%2595%2599%25EA%25B5%2590%25EB%25B0%2595%25EB%25AC%25BC%25EA%25B4%2580%25EC%2599%25B8%25EA%25B4%2580%25EC%25B8%25A1%25EB%25A9%25B41.jpg,,서울미래유산
69,8,도림동 성당,영등포구,영등포구 도영로 22길 22,37.51054733,126.9013865,,무료,02-833-9439,https://mblogthumb-phinf.pstatic.net/MjAxODA3MzBfNjAg/MDAxNTMyOTM1ODQ3OTQ2.55Bmvp7uF0YZg-xbGXzCKkQSjBqIl7sgkFuG7Y8vfaog.G32TSFWh8oDGvzKb0vUgItsL_TscAGpjHj6eq0GA1OEg.JPEG.makim7637/1532935840358.jpg?type=w800,,서울미래유산
70,8,수정여관,영등포구,영등포구 경인로77가길 11,37.51177367,126.8924898,,유료,,https://mblogthumb-phinf.pstatic.net/20160417_41/yogolmok_1460899429586jlmkV_JPEG/Q24C1928.jpg?type=w800,,서울미래유산
71,8,1차 금속제조업 (문래동영단주택단지일대),영등포구,영등포구 도림로141길,37.51384858,126.8918865,,무료,,https://mblogthumb-phinf.pstatic.net/MjAyMDA4MTJfMjE0/MDAxNTk3MjA5NzE2NDkw.0wI8zbrq4tD4ks6IvZhEMp2JKtE_z97SPApXlM6-UYIg.5gULlC2spdbPA1LoSeHFBh_9y-AsJyRW0bJR0QLvgxwg.PNG.hs_99/7.png?type=w800,,서울미래유산
72,3,OB맥주 담금솥,영등포구,영등포구 신길로 275 (영등포공원 내),37.51612662,126.9121264,,무료,,https://mblogthumb-phinf.pstatic.net/MjAyMjA3MjZfNjkg/MDAxNjU4ODA5MjA2NzQ2.8zHn5pycFPYzUxZpo-w7WR7S4D15knXCuoV2sMRpovEg.exiNKLH1vUaqxgusXMphcimeNIQTxxGu82eL_UmNG4gg.JPEG.roaltlf/12.%EC%98%81%EB%93%B1%ED%8F%AC%EA%B3%B5%EC%9B%90%28%EB%8B%B4%EA%B8%88%EC%86%A5%29.jpg?type=w420,,서울미래유산
73,1,서울역광장,용산구,용산구 한강대로 405,37.5548376,126.9717326,,무료,,https://www.sisa-news.com/data/photos/20180833/art_153414717394_620abb.jpg,,서울미래유산
74,1,서울광장,중구,중구 태평로1가 54-3,37.56608178,126.9776906,,무료,,https://edu.chosun.com/site/data/img_dir/2022/09/06/2022090601714_1.png,,서울미래유산
75,2,세실극장,중구,중구 세종대로19길 16,37.56672262,126.976533,,유료,02-751-1500,https://img0.yna.co.kr/etc/inner/KR/2017/12/29/AKR20171229045400005_01_i_P4.jpg,,서울미래유산
76,2,세종문화회관,종로구,종로구 세종대로 175,37.57184786,126.9761683,,유료,02-399-1000,https://mediahub.seoul.go.kr/wp-content/uploads/editor/images/000215/DSC07292.jpg,,서울미래유산
77,8,옛 부민관,중구,중구 세종대로 125,37.56756983,126.9765445,,무료,,https://t1.daumcdn.net/cfile/tistory/2019F70D4BB2D53F19,,서울미래유산
78,3,도로원표(칭경기념비전 내),종로구,종로구 세종로 142-3,37.57051286,126.9775907,,무료,,https://futureheritage.seoul.go.kr/HeritageImg/heritage/2013065/jpg/2013065_001.jpg,,서울미래유산
79,3,세종로 이순신 동상,종로구,종로구 세종로,37.58019281,126.9767782,,무료,,https://edu.chosun.com/site/data/img_dir/2022/10/14/2022101402547_1.jpg,,서울미래유산
80,8,통의동 동척 관사,종로구,종로구 자하문로4길 21,37.57750388,126.9733637,,무료,,https://img.hani.co.kr/imgdb/resize/2012/0114/132642919501_20120114.JPG,,서울미래유산
81,8,통의동 보안여관,종로구,종로구 효자로 33,37.57911789,126.9736303,,무료,02-720-8409,https://newsimg.hankookilbo.com/2015/02/01/201502011416297286_1.jpg,,서울미래유산
82,8,서촌 한옥밀집지역,종로구,종로구 자하문로7길 13 일대,37.57838609,126.9708736,,무료,,https://img.seoul.co.kr//img/upload/2017/05/31/SSI_20170531172244.jpg,,서울미래유산
83,3,이상의 집,종로구,종로구 자하문로7길 18,37.57864864,126.9708629,,무료,,https://mblogthumb-phinf.pstatic.net/MjAxODAzMTRfMjgx/MDAxNTIxMDMyNjU4Mzgw.w9_hDM9L6yxevTaMaLb_R0aUB0TjHjFxRfJgU_G0XQcg.crP80F5ZB7duo3pnaZ7bDRSyfuCPurZiQ9zDqvnZi9Ag.JPEG.rose3274/DSC02162.JPG?type=w800,,서울미래유산
84,8,통인시장,종로구,종로구 필운대로6길 6,37.5806581,126.9690097,,유료,02-722-0911,https://modo-phinf.pstatic.net/20170415_292/1492211881037zl3XO_JPEG/mosaqfZsFu.jpeg?type=w1100,,서울미래유산
85,8,윤동주하숙집터,종로구,종로구 옥인길 57,37.58145853,126.9656952,,무료,02-2148-2155,https://futureheritage.seoul.go.kr/HeritageImg/adminCoursePhoto/45583cee8d4ecbd1d3e7282b35fbfed6.jpg,,서울미래유산
86,8,배화여고 캠벨 기념관,종로구,종로구 필운대로1길 34,37.57954401,126.9672919,,무료,,https://upload.wikimedia.org/wikipedia/commons/3/32/Paiwha_Girls%27_High_School_Campbell_Memorial_Hall.jpg,,서울미래유산
87,6,수연산방,성북구,성북구 성북로26길 8,37.59505307,126.9948358,,유료,02-764-1736,https://img.hani.co.kr/imgdb/resize/2016/0812/147089295599_20160812.JPG,,서울미래유산
88,8,북정마을과 한양도성,성북구,성북구 성북로23길 132-3,37.59285848,126.9910291,,무료,,https://t1.daumcdn.net/place/821A31DAAA3C4950A37D28BAC28E09FA,,서울미래유산
89,6,삼청각,성북구,성북구 대사관로 3,37.59728217,126.9835263,,유료,02-765-3700,https://mblogthumb-phinf.pstatic.net/MjAxNzA5MTZfNjAg/MDAxNTA1NTQ3NTM5NTY4.ZAf72GsJ-pYxyOc2ZiIB8bS29hrDRibmBGxdB_Q3jkcg.tJjVsDTEuU5dKBe7RTesnSxi66xD1oyUZep-v0O4ijYg.JPEG.maxone1/KakaoTalk_20170913_112025826.jpg?type=w800,,서울미래유산
90,8,길상사(구 대원각),성북구,성북구 선잠로5길 68,37.59910942,126.9946522,,무료,02-3672-5945,https://archive.sb.go.kr/isbcc/home/u/item/image/4441.do;jsessionid=02ABBF21258E980D1E921A0F2FA983AF,,서울미래유산
91,3,간송미술관,성북구,성북구 성북로 102-11,37.59446244,126.9962385,,유료,02-744-7830,https://t1.daumcdn.net/place/B10F350B385544EA976F11629AF26C5C,,서울미래유산
92,8,최순우옛집,성북구,성북구 성북로15길 9,37.59297685,127.0003499,,무료,02-3675-3401,https://mediahub.seoul.go.kr/wp-content/uploads/editor/images/000299/%EC%B5%9C%EC%88%9C%EC%9A%B0_%EC%98%9B%EC%A7%91.jpg,,서울미래유산
93,3,만해한용운심우장,성북구,성북구 성북로29길 24,37.59362698,126.9916647,,무료,,https://upload.wikimedia.org/wikipedia/commons/e/e6/%EB%A7%8C%ED%95%B4_%ED%95%9C%EC%9A%A9%EC%9A%B4_%EC%8B%AC%EC%9A%B0%EC%9E%A5.jpg,,서울미래유산
94,8,이화동 벽화마을,종로구,종로구 이화장2길 33일대,37.57861171,127.0060453,,무료,,https://futureheritage.seoul.go.kr/HeritageImg/heritage/2013217/jpg/2013217_001.jpg,,서울미래유산
95,8,이화동 낙산 국민주택단지,종로구,종로구 낙산4길 49 일대,37.57800456,127.0071925,,무료,,https://t1.daumcdn.net/cfile/tistory/9919B63A5D14574325,,서울미래유산
96,1,마로니에공원,종로구,종로구 대학로 104,37.580334,127.0025153,,무료,02-2148-4158,https://t1.daumcdn.net/place/55EF2B323DD9488DB03B1C15DE1B7017,,서울미래유산
97,3,이화장,종로구,종로구 이화장1길 32,37.57834257,127.0064149,,무료,02-762-3171,https://futureheritage.seoul.go.kr/HeritageImg/adminCoursePhoto/7ef31927ba65d83dc649099efac0b694.jpg,,서울미래유산
98,2,아르코 예술극장,종로구,종로구 대학로8길 7,37.58118552,127.0029999,,유료,02-3668-0007,https://img.seoul.co.kr//img/upload/2016/11/29/SSI_20161129182632.jpg,,서울미래유산
99,6,학림다방,종로구,종로구 대학로 119,37.58193049,127.0016774,,유료,02-742-2877,https://minio.nculture.org/amsweb-opt/multimedia_assets/83/97438/108907/c/%EC%84%9C%EC%9A%B8-%ED%95%99%EB%A6%BC%EB%8B%A4%EB%B0%A9_%ED%95%99%EB%A6%BC%EB%8B%A4%EB%B0%A9-%EC%99%B8%EA%B4%80-%281%29_rev-medium-size.jpg,,서울미래유산
100,8,서울대학병원,종로구,종로구 대학로 103 (서울대학교 내 보건대학원),37.5812861,127.0011412,,유료,1588-5700,https://img.seoul.co.kr//img/upload/2020/08/10/SSI_20200810175936.jpg,,서울미래유산
101,3,공간건축(한식문화공간 이음),종로구,종로구 북촌로 18,37.57841064,126.9858387,,무료,,https://futureheritage.seoul.go.kr/HeritageImg/adminCoursePhoto/a5d8b5d6647fe5e2da570d4ce7670270.jpg,,서울미래유산
102,3,춘곡 고희동 가옥,종로구,종로구 창덕궁5길 40,37.58318551,126.9888849,,무료,,https://mediahub.seoul.go.kr/wp-content/uploads/2016/04/e036f0e07de645077f0ac3784e68485b.jpg,,서울미래유산
103,8,계동 48-12 건물군,종로구,계동길 100-8 일대,37.58172988,126.9872217,,무료,,https://futureheritage.seoul.go.kr/HeritageImg/heritage/2014004/jpg/2014004_001.jpg,,서울미래유산
104,8,북촌 한옥밀집지역,종로구,종로구 북촌로11가길 41 일대,37.5832659,126.9836436,,무료,,https://mediahub.seoul.go.kr/wp-content/uploads/2020/07/664a292f7b848946f04cf28dc7a3f3e4.jpg,,서울미래유산
105,3,경복궁,종로구,종로구 사직로 161,37.57590409,126.9768421,,유료,02-3700-3900,https://a.cdn-hotels.com/gdcs/production60/d893/3172bd6f-726c-4561-810f-deec13d17a6e.jpg?impolicy=fcrop&w=800&h=533&q=medium,,서울미래유산
106,3,기기국번사창,종로구,종로구 삼청로 118,37.58602521,126.9819436,,무료,,https://t1.daumcdn.net/place/557EB3525584404DAF4F090CC9571DB2,,서울미래유산
107,3,운현궁,종로구,종로구 삼일대로 464,37.57569679,126.9869814,,무료,02-766-9090,https://futureheritage.seoul.go.kr/HeritageImg/adminCoursePhoto/5e7fa040aa5e5e17ed368d5ea7637fef.jpg,,서울미래유산
108,3,종묘,종로구,종로구 종로 157,37.5731338,126.9948635,,유료,02-765-0195,https://heritage.unesco.or.kr/wp-content/uploads/2019/04/hd6_391_i1-1024x687.jpg,,서울미래유산
109,8,전태일 분신장소,중구,"중구 청계천로 274 (신당동평화시장A동,B동사이대로변)",37.56942586,127.0080476,,무료,,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=155b79db-31d9-4198-bd92-5cd9d5812604,,서울미래유산
